name,model,train_time,eval_time,pred_one_time,accuracy,precision,recall,f1
owenclary,Original-CNN-Kaggle,6960.186786,2.395517,0.045547,0.956810631229236,0.9575464008363052,0.956810631229236,0.956908014682492
owenclary,Original-CNN-Kaggle,112.976097,3.232416,0.064276,0.956810631229236,0.9575464008363052,0.956810631229236,0.956908014682492
